arrest_year,sex,age_cohort,category,neighbourhood
2022,Male,45 to 54,Other Criminal Code Violations,Bendale-Glen Andrew
2022,Male,25 to 34,Other Criminal Code Violations,Blake-Jones
2022,Female,25 to 34,Crimes Against the Person,Rosedale-Moore Park
2022,Male,55 to 64,Crimes Against the Person,Stonegate-Queensway
2022,Female,45 to 54,Other Criminal Code Violations,Forest Hill North
2022,Female,35 to 44,Crimes Against the Person,Agincourt South-Malvern West
2022,Male,25 to 34,Crimes Against the Person,South Riverdale
2022,Male,45 to 54,Crimes Against Property,Weston-Pelham Park
2022,Male,25 to 34,Crimes Against the Person,Bridle Path-Sunnybrook-York Mills
2022,Male,35 to 44,Other Criminal Code Violations,Cliffcrest
2022,Male,35 to 44,Crimes Against Property,Rustic
2022,Female,<18,Crimes Against the Person,Long Branch
2022,Female,25 to 34,Crimes Against Property,Moss Park
2022,Male,35 to 44,Crimes Against Property,East End-Danforth
2022,Female,<18,Crimes Against the Person,Black Creek
2022,Male,55 to 64,Crimes Against Property,Clanton Park
2022,Male,25 to 34,Other Criminal Code Violations,Moss Park
2022,Male,25 to 34,Crimes Against the Person,Palmerston-Little Italy
2022,Male,65+,Crimes Against Property,Casa Loma
2022,Male,45 to 54,Crimes Against Property,Black Creek
2022,Female,18 to 24,Other Criminal Code Violations,Roncesvalles
2022,Male,55 to 64,Crimes Against Property,West Queen West
2022,Female,65+,Other Criminal Code Violations,Leaside-Bennington
2022,Female,25 to 34,Other Criminal Code Violations,Oakwood Village
2022,Male,45 to 54,Crimes Against the Person,Yonge-Bay Corridor
2022,Male,35 to 44,Crimes Against the Person,Ionview
2022,Male,35 to 44,Other Criminal Code Violations,North Toronto
2022,Male,65+,Crimes Against the Person,Eringate-Centennial-West Deane
2022,Male,35 to 44,Crimes Against Property,East End-Danforth
2022,Male,45 to 54,Crimes Against the Person,Rexdale-Kipling
2022,Male,<18,Crimes Against the Person,Flemingdon Park
2022,Male,35 to 44,Crimes Against the Person,Henry Farm
2022,Male,25 to 34,Other Criminal Code Violations,Oakwood Village
2022,Male,25 to 34,Crimes Against the Person,Downsview
2022,Male,<18,Crimes Against the Person,Weston
2022,Male,<18,Crimes Against Property,Newtonbrook West
2022,Male,35 to 44,Other Criminal Code Violations,Elms-Old Rexdale
2022,Male,65+,Crimes Against the Person,Dorset Park
2022,Male,<18,Crimes Against Property,Brookhaven-Amesbury
2022,Male,25 to 34,Other Criminal Code Violations,Golfdale-Cedarbrae-Woburn
2022,Male,25 to 34,Crimes Against the Person,North St.James Town
2022,Female,55 to 64,Other Criminal Code Violations,High Park North
2022,Male,18 to 24,Crimes Against the Person,Dovercourt Village
2022,Male,25 to 34,Crimes Against Property,Humber Summit
2022,Male,<18,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2022,Male,55 to 64,Crimes Against Property,Junction Area
2022,Male,55 to 64,Crimes Against Property,Corso Italia-Davenport
2022,Male,<18,Crimes Against the Person,Rosedale-Moore Park
2022,Male,18 to 24,Other Criminal Code Violations,Etobicoke City Centre
2022,Female,25 to 34,Crimes Against Property,Yonge-Eglinton
2022,Female,35 to 44,Crimes Against the Person,Yonge-Bay Corridor
2022,Female,18 to 24,Crimes Against Property,Highland Creek
2022,Male,55 to 64,Other Criminal Code Violations,Oakdale-Beverley Heights
2022,Male,55 to 64,Crimes Against the Person,Agincourt South-Malvern West
2022,Female,<18,Crimes Against Property,Rockcliffe-Smythe
2022,Male,18 to 24,Crimes Against the Person,Blake-Jones
2022,Male,45 to 54,Crimes Against the Person,East Willowdale
2022,Male,35 to 44,Controlled Drugs and Substances Act,Etobicoke City Centre
2022,Male,25 to 34,Crimes Against Property,Wexford/Maryvale
2022,Female,25 to 34,Other Criminal Code Violations,Yonge-Eglinton
2022,Female,25 to 34,Crimes Against the Person,Taylor-Massey
2022,Female,35 to 44,Criminal Code Traffic,Harbourfront-CityPlace
2022,Female,45 to 54,Crimes Against the Person,Greenwood-Coxwell
2022,Male,18 to 24,Crimes Against the Person,Yonge-Bay Corridor
2022,Female,45 to 54,Crimes Against the Person,Westminster-Branson
2022,Male,65+,Crimes Against Property,Birchcliffe-Cliffside
2022,Female,35 to 44,Crimes Against the Person,Rexdale-Kipling
2022,Male,18 to 24,Other Criminal Code Violations,Kennedy Park
2022,Male,45 to 54,Crimes Against Property,Lawrence Park North
2022,Male,35 to 44,Other Criminal Code Violations,Little Portugal
2022,Male,25 to 34,Crimes Against Property,York University Heights
2022,Male,18 to 24,Other Criminal Code Violations,Scarborough Village
2022,Male,18 to 24,Crimes Against the Person,Downsview
2022,Female,25 to 34,Other Criminal Code Violations,Pelmo Park-Humberlea
2022,Male,35 to 44,Crimes Against the Person,Yonge-Doris
2022,Male,45 to 54,Other Criminal Code Violations,Mount Dennis
2022,Female,25 to 34,Other Criminal Code Violations,Oakdale-Beverley Heights
2022,Male,18 to 24,Other Criminal Code Violations,Golfdale-Cedarbrae-Woburn
2022,Male,<18,Crimes Against the Person,Birchcliffe-Cliffside
2022,Male,25 to 34,Other Criminal Code Violations,South Riverdale
2022,Male,35 to 44,Other Criminal Code Violations,Wychwood
2022,Male,18 to 24,Crimes Against the Person,Downtown Yonge East
2022,Male,45 to 54,Crimes Against Property,Agincourt North
2022,Male,55 to 64,Crimes Against the Person,Bay-Cloverhill
2022,Male,18 to 24,Crimes Against the Person,Oakwood Village
2022,Male,25 to 34,Other Criminal Code Violations,Pelmo Park-Humberlea
2022,Male,35 to 44,Crimes Against Property,Casa Loma
2022,Female,35 to 44,Other Criminal Code Violations,St Lawrence-East Bayfront-The Islands
2022,Male,18 to 24,Crimes Against the Person,Morningside
2022,Male,35 to 44,Crimes Against Property,Bayview Village
2022,Male,18 to 24,Crimes Against the Person,Cliffcrest
2022,Male,35 to 44,Crimes Against the Person,Morningside
2022,Female,35 to 44,Other Criminal Code Violations,Rockcliffe-Smythe
2022,Male,18 to 24,Crimes Against Property,Morningside
2022,Male,18 to 24,Other Criminal Code Violations,Downtown Yonge East
2022,Female,35 to 44,Crimes Against the Person,Cliffcrest
2022,Male,35 to 44,Other Criminal Code Violations,Wellington Place
2022,Female,18 to 24,Crimes Against Property,Yonge-Eglinton
2022,Male,25 to 34,Crimes Against Property,New Toronto
2022,Male,18 to 24,Crimes Against Property,Victoria Village
2022,Male,25 to 34,Crimes Against Property,East Willowdale
2022,Male,18 to 24,Crimes Against the Person,York University Heights
2022,Male,35 to 44,Crimes Against Property,Church-Wellesley
2022,Female,35 to 44,Crimes Against Property,West Humber-Clairville
2022,Male,45 to 54,Crimes Against Property,Malvern East
2022,Male,35 to 44,Crimes Against Property,Black Creek
2022,Male,25 to 34,Other Criminal Code Violations,Rosedale-Moore Park
2022,Male,18 to 24,Crimes Against the Person,Markland Wood
2022,Female,35 to 44,Crimes Against Property,Keelesdale-Eglinton West
2022,Male,45 to 54,Crimes Against the Person,Bendale-Glen Andrew
2022,Male,18 to 24,Other Criminal Code Violations,Forest Hill North
2022,Male,65+,Crimes Against the Person,Glenfield-Jane Heights
2022,Male,25 to 34,Crimes Against Property,Junction-Wallace Emerson
2022,Female,45 to 54,Crimes Against the Person,Bendale South
2022,Male,55 to 64,Other Criminal Code Violations,West Humber-Clairville
2022,Male,25 to 34,Crimes Against the Person,Downsview
2022,Male,45 to 54,Crimes Against the Person,Dovercourt Village
2022,Male,35 to 44,Crimes Against Property,Milliken
2022,Male,45 to 54,Crimes Against the Person,Newtonbrook West
2022,Male,<18,Other Criminal Code Violations,Regent Park
2022,Male,18 to 24,Crimes Against the Person,Glenfield-Jane Heights
2022,Male,<18,Crimes Against the Person,Clairlea-Birchmount
2022,Male,18 to 24,Crimes Against Property,West Humber-Clairville
2022,Male,55 to 64,Crimes Against Property,Clairlea-Birchmount
2022,Male,35 to 44,Controlled Drugs and Substances Act,Mount Dennis
2022,Female,45 to 54,Other Criminal Code Violations,York University Heights
2022,Female,25 to 34,Other Criminal Code Violations,The Beaches
2022,Female,45 to 54,Other Criminal Code Violations,Glenfield-Jane Heights
2022,Male,18 to 24,Crimes Against the Person,South Riverdale
2022,Male,35 to 44,Crimes Against the Person,Trinity-Bellwoods
2022,Male,55 to 64,Crimes Against Property,Willowdale West
2022,Male,18 to 24,Other Criminal Code Violations,L'Amoreaux West
2022,Male,35 to 44,Crimes Against the Person,Clanton Park
2022,Male,18 to 24,Crimes Against Property,Pelmo Park-Humberlea
2022,Female,<18,Crimes Against Property,Etobicoke City Centre
2022,Female,18 to 24,Other Criminal Code Violations,NSA
2022,Male,45 to 54,Other Criminal Code Violations,Eglinton East
2022,Female,25 to 34,Crimes Against Property,Thistletown-Beaumond Heights
2022,Male,<18,Crimes Against Property,Clairlea-Birchmount
2022,Male,45 to 54,Other Criminal Code Violations,Edenbridge-Humber Valley
2022,Male,25 to 34,Other Criminal Code Violations,Oakdale-Beverley Heights
2022,Female,25 to 34,Crimes Against the Person,Henry Farm
2022,Male,35 to 44,Other Criminal Code Violations,Englemount-Lawrence
2022,Male,45 to 54,Crimes Against the Person,Clanton Park
2022,Male,25 to 34,Other Criminal Code Violations,Willowridge-Martingrove-Richview
2022,Male,25 to 34,Other Criminal Code Violations,Annex
2022,Male,18 to 24,Crimes Against Property,East L'Amoreaux
2022,Male,25 to 34,Crimes Against the Person,Fort York-Liberty Village
2022,Female,35 to 44,Crimes Against the Person,Edenbridge-Humber Valley
2022,Male,25 to 34,Crimes Against Property,O'Connor-Parkview
2022,Male,35 to 44,Crimes Against the Person,Corso Italia-Davenport
2022,Male,35 to 44,Criminal Code Traffic,Mount Dennis
2022,Male,18 to 24,Crimes Against Property,Thistletown-Beaumond Heights
2022,Male,65+,Crimes Against Property,Birchcliffe-Cliffside
2022,Male,25 to 34,Other Criminal Code Violations,Church-Wellesley
2022,Male,45 to 54,Other Criminal Code Violations,East L'Amoreaux
2022,Male,35 to 44,Crimes Against the Person,West Queen West
2022,Male,65+,Crimes Against the Person,Fenside-Parkwoods
2022,Female,45 to 54,Other Criminal Code Violations,Kensington-Chinatown
2022,Female,25 to 34,Criminal Code Traffic,Eringate-Centennial-West Deane
2022,Female,55 to 64,Crimes Against Property,North Toronto
2022,Male,25 to 34,Other Criminal Code Violations,Hillcrest Village
2022,Female,35 to 44,Crimes Against the Person,Greenwood-Coxwell
2022,Male,65+,Crimes Against Property,Clairlea-Birchmount
2022,Female,<18,Crimes Against Property,Agincourt South-Malvern West
2022,Male,25 to 34,Crimes Against the Person,Tam O'Shanter-Sullivan
2022,Male,18 to 24,Other Criminal Code Violations,Mount Olive-Silverstone-Jamestown
2022,Male,25 to 34,Crimes Against Property,Edenbridge-Humber Valley
2022,Male,35 to 44,Crimes Against the Person,Englemount-Lawrence
2022,Female,25 to 34,Criminal Code Traffic,High Park-Swansea
2022,Male,35 to 44,Crimes Against the Person,York University Heights
2022,Female,<18,Crimes Against the Person,NSA
2022,Male,55 to 64,Crimes Against the Person,North Riverdale
2022,Male,55 to 64,Crimes Against Property,The Beaches
2022,Male,18 to 24,Crimes Against Property,Agincourt North
2022,Male,<18,Other Criminal Code Violations,Morningside Heights
2022,Male,25 to 34,Other Criminal Code Violations,Palmerston-Little Italy
2022,Male,18 to 24,Crimes Against Property,Junction-Wallace Emerson
2022,Male,55 to 64,Crimes Against the Person,Weston
2022,Male,35 to 44,Crimes Against Property,Eglinton East
2022,Female,35 to 44,Crimes Against the Person,Englemount-Lawrence
2022,Male,45 to 54,Crimes Against the Person,Eglinton East
2022,Male,25 to 34,Crimes Against the Person,West Hill
2022,Female,35 to 44,Other Criminal Code Violations,Morningside Heights
2022,Male,35 to 44,Crimes Against the Person,Yonge-Bay Corridor
2022,Male,45 to 54,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2022,Female,25 to 34,Crimes Against Property,Etobicoke City Centre
2022,Male,45 to 54,Crimes Against the Person,North Toronto
2022,Male,55 to 64,Crimes Against the Person,New Toronto
2022,Male,35 to 44,Crimes Against the Person,East End-Danforth
2022,Male,45 to 54,Crimes Against Property,West Queen West
2022,Male,35 to 44,Crimes Against Property,Henry Farm
2022,Male,18 to 24,Other Criminal Code Violations,Wychwood
2022,Male,25 to 34,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2022,Male,25 to 34,Other Criminal Code Violations,Etobicoke West Mall
2022,Female,18 to 24,Crimes Against Property,Wellington Place
2022,Female,35 to 44,Crimes Against Property,Greenwood-Coxwell
2022,Male,45 to 54,Other Criminal Code Violations,Markland Wood
2022,Male,25 to 34,Other Criminal Code Violations,Wellington Place
2022,Female,45 to 54,Crimes Against the Person,Lambton Baby Point
2022,Male,55 to 64,Crimes Against the Person,Dorset Park
2022,Male,18 to 24,Crimes Against Property,York University Heights
2022,Male,45 to 54,Other Criminal Code Violations,Church-Wellesley
2022,Female,35 to 44,Crimes Against the Person,Rustic
2022,Male,35 to 44,Crimes Against the Person,Church-Wellesley
2022,Male,<18,Other Criminal Code Violations,Thorncliffe Park
2022,Male,35 to 44,Crimes Against the Person,Forest Hill North
2022,Male,65+,Crimes Against Property,The Beaches
2022,Male,<18,Crimes Against the Person,Malvern West
2022,Female,35 to 44,Other Criminal Code Violations,South Riverdale
2022,Male,18 to 24,Crimes Against Property,Palmerston-Little Italy
2022,Male,25 to 34,Crimes Against the Person,Greenwood-Coxwell
2022,Male,45 to 54,Crimes Against the Person,Greenwood-Coxwell
2022,Male,65+,Crimes Against the Person,York University Heights
2022,Female,45 to 54,Crimes Against the Person,Danforth
2022,Male,55 to 64,Crimes Against the Person,Mount Dennis
2022,Male,25 to 34,Other Criminal Code Violations,Trinity-Bellwoods
2022,Male,25 to 34,Other Criminal Code Violations,Harbourfront-CityPlace
2022,Male,25 to 34,Crimes Against Property,The Beaches
2022,Female,45 to 54,Crimes Against the Person,Pelmo Park-Humberlea
2022,Male,25 to 34,Crimes Against Property,Oakwood Village
2022,Male,<18,Other Criminal Code Violations,Annex
2022,Male,<18,Crimes Against the Person,Bathurst Manor
2022,Male,45 to 54,Crimes Against Property,Humber Heights-Westmount
2022,Male,35 to 44,Crimes Against Property,Agincourt South-Malvern West
2022,Female,<18,Other Criminal Code Violations,Beechborough-Greenbrook
2022,Male,65+,Other Criminal Code Violations,Annex
2022,Male,25 to 34,Crimes Against the Person,Etobicoke City Centre
2022,Female,35 to 44,Other Criminal Code Violations,Dufferin Grove
2022,Male,18 to 24,Crimes Against the Person,Junction Area
2022,Female,55 to 64,Other Criminal Code Violations,O'Connor-Parkview
2022,Female,18 to 24,Crimes Against Property,Annex
2022,Male,25 to 34,Crimes Against the Person,Harbourfront-CityPlace
2022,Female,45 to 54,Crimes Against the Person,Alderwood
2022,Female,45 to 54,Crimes Against Property,Newtonbrook West
2022,Female,45 to 54,Other Criminal Code Violations,Mount Dennis
2022,Male,<18,Other Criminal Code Violations,Victoria Village
2022,Male,55 to 64,Crimes Against the Person,Bridle Path-Sunnybrook-York Mills
2022,Male,<18,Crimes Against the Person,Cliffcrest
2022,Female,<18,Other Criminal Code Violations,University
2022,Male,25 to 34,Other Criminal Code Violations,Dovercourt Village
2022,Male,18 to 24,Other Criminal Code Violations,Little Portugal
2022,Female,18 to 24,Controlled Drugs and Substances Act,West Rouge
2022,Male,25 to 34,Criminal Code Traffic,Stonegate-Queensway
2022,Male,18 to 24,Other Criminal Code Violations,Islington
2022,Male,25 to 34,Other Criminal Code Violations,Willowridge-Martingrove-Richview
2022,Female,55 to 64,Crimes Against Property,Long Branch
2022,Male,18 to 24,Crimes Against Property,Oakridge
2022,Female,35 to 44,Crimes Against Property,Agincourt South-Malvern West
2022,Male,45 to 54,Controlled Drugs and Substances Act,East End-Danforth
2022,Male,25 to 34,Crimes Against Property,Morningside Heights
2022,Male,55 to 64,Other Criminal Code Violations,West Humber-Clairville
2022,Male,18 to 24,Crimes Against Property,Don Valley Village
2022,Male,35 to 44,Controlled Drugs and Substances Act,Cliffcrest
2022,Male,25 to 34,Crimes Against the Person,Briar Hill-Belgravia
2022,Male,45 to 54,Criminal Code Traffic,NSA
2022,Male,35 to 44,Other Criminal Code Violations,East L'Amoreaux
2022,Male,35 to 44,Crimes Against Property,West Queen West
2022,Female,55 to 64,Crimes Against Property,Mount Olive-Silverstone-Jamestown
2022,Male,35 to 44,Controlled Drugs and Substances Act,Lawrence Park South
2022,Male,45 to 54,Other Criminal Code Violations,The Beaches
2022,Male,18 to 24,Crimes Against the Person,Dufferin Grove
2022,Female,45 to 54,Crimes Against Property,Rexdale-Kipling
2022,Male,25 to 34,Crimes Against Property,Moss Park
2022,Male,35 to 44,Crimes Against Property,Harbourfront-CityPlace
2022,Male,25 to 34,Crimes Against Property,Mount Pleasant East
2022,Male,35 to 44,Crimes Against the Person,Kingsway South
2022,Male,45 to 54,Crimes Against Property,Wexford/Maryvale
2022,Female,25 to 34,Other Criminal Code Violations,Downsview
2022,Male,18 to 24,Crimes Against the Person,Humbermede
2022,Male,18 to 24,Crimes Against the Person,Elms-Old Rexdale
2022,Male,35 to 44,Crimes Against Property,Parkwoods-O'Connor Hills
2022,Male,55 to 64,Crimes Against Property,Yonge-Bay Corridor
2022,Male,<18,Crimes Against the Person,O'Connor-Parkview
2022,Male,<18,Crimes Against the Person,Forest Hill North
2022,Male,18 to 24,Other Criminal Code Violations,Danforth
2022,Male,18 to 24,Other Criminal Code Violations,Annex
2022,Male,45 to 54,Controlled Drugs and Substances Act,Annex
2022,Male,<18,Crimes Against Property,Downsview
2022,Female,35 to 44,Crimes Against Property,West Queen West
2022,Male,65+,Crimes Against the Person,Oakdale-Beverley Heights
2022,Male,35 to 44,Criminal Code Traffic,Mount Olive-Silverstone-Jamestown
2022,Male,45 to 54,Crimes Against Property,Junction Area
2022,Female,25 to 34,Crimes Against Property,Etobicoke City Centre
2022,Female,<18,Crimes Against the Person,The Beaches
2022,Male,18 to 24,Crimes Against the Person,West Queen West
2022,Male,<18,Other Criminal Code Violations,Roncesvalles
2022,Male,18 to 24,Controlled Drugs and Substances Act,Downtown Yonge East
2022,Male,18 to 24,Other Criminal Code Violations,L'Amoreaux West
2022,Female,25 to 34,Crimes Against Property,The Beaches
2022,Male,45 to 54,Crimes Against the Person,Flemingdon Park
2022,Male,25 to 34,Crimes Against Property,Bayview Woods-Steeles
2022,Male,35 to 44,Crimes Against Property,Wexford/Maryvale
2022,Female,25 to 34,Crimes Against the Person,North St.James Town
2022,Male,25 to 34,Controlled Drugs and Substances Act,Oakridge
2022,Male,45 to 54,Crimes Against Property,O'Connor-Parkview
2022,Male,18 to 24,Crimes Against Property,Markland Wood
2022,Male,55 to 64,Crimes Against Property,Birchcliffe-Cliffside
2022,Male,35 to 44,Crimes Against Property,Humber Heights-Westmount
2022,Female,18 to 24,Crimes Against Property,West Hill
2022,Male,18 to 24,Crimes Against Property,Willowdale West
2022,Male,18 to 24,Other Criminal Code Violations,O'Connor-Parkview
2022,Female,18 to 24,Other Criminal Code Violations,Downtown Yonge East
2022,Female,18 to 24,Crimes Against the Person,Mount Olive-Silverstone-Jamestown
2022,Male,<18,Other Criminal Code Violations,Dufferin Grove
2022,Female,35 to 44,Crimes Against Property,Flemingdon Park
2022,Male,45 to 54,Crimes Against Property,NSA
2022,Male,25 to 34,Controlled Drugs and Substances Act,Oakwood Village
2022,Male,18 to 24,Crimes Against the Person,Victoria Village
2022,Male,18 to 24,Other Criminal Code Violations,Centennial Scarborough
2022,Male,25 to 34,Crimes Against Property,Henry Farm
2022,Male,25 to 34,Crimes Against the Person,Weston-Pelham Park
2022,Female,35 to 44,Crimes Against Property,Downtown Yonge East
2022,Male,45 to 54,Crimes Against Property,Weston-Pelham Park
2022,Female,55 to 64,Crimes Against Property,Woodbine Corridor
2022,Male,45 to 54,Crimes Against the Person,Clanton Park
2022,Male,18 to 24,Other Criminal Code Violations,Oakdale-Beverley Heights
2022,Female,35 to 44,Crimes Against Property,Glenfield-Jane Heights
2022,Male,35 to 44,Crimes Against the Person,Eglinton East
2022,Female,35 to 44,Crimes Against the Person,East Willowdale
2022,Male,<18,Other Criminal Code Violations,Thistletown-Beaumond Heights
2022,Male,18 to 24,Crimes Against Property,West Rouge
2022,Female,25 to 34,Other Criminal Code Violations,Wychwood
2022,Male,45 to 54,Other Criminal Code Violations,West Humber-Clairville
2022,Male,35 to 44,Other Criminal Code Violations,High Park-Swansea
2022,Male,35 to 44,Crimes Against the Person,NSA
2022,Male,35 to 44,Crimes Against Property,Roncesvalles
2022,Male,<18,Crimes Against Property,The Beaches
2022,Male,35 to 44,Other Criminal Code Violations,Avondale
2022,Male,35 to 44,Crimes Against Property,Eringate-Centennial-West Deane
2022,Male,<18,Crimes Against the Person,Old East York
2022,Female,45 to 54,Other Criminal Code Violations,Glenfield-Jane Heights
2022,Female,35 to 44,Crimes Against Property,Long Branch
2022,Male,65+,Other Criminal Code Violations,Ionview
2022,Female,25 to 34,Crimes Against the Person,Downtown Yonge East
2022,Female,25 to 34,Crimes Against Property,St.Andrew-Windfields
2022,Male,55 to 64,Crimes Against Property,West Hill
2022,Female,35 to 44,Other Criminal Code Violations,Playter Estates-Danforth
2022,Female,18 to 24,Other Criminal Code Violations,Morningside Heights
2022,Male,35 to 44,Crimes Against Property,Malvern West
2022,Male,18 to 24,Crimes Against Property,Etobicoke City Centre
2022,Male,25 to 34,Crimes Against the Person,Morningside Heights
2022,Female,<18,Other Criminal Code Violations,Wexford/Maryvale
2022,Male,55 to 64,Other Criminal Code Violations,Wellington Place
2022,Male,45 to 54,Crimes Against Property,Oakridge
2022,Male,45 to 54,Other Criminal Code Violations,Kensington-Chinatown
2022,Male,<18,Crimes Against the Person,St Lawrence-East Bayfront-The Islands
2022,Male,<18,Crimes Against the Person,Thorncliffe Park
2022,Male,18 to 24,Crimes Against Property,Kensington-Chinatown
2022,Male,35 to 44,Crimes Against the Person,Islington
2022,Female,18 to 24,Crimes Against the Person,Englemount-Lawrence
2022,Male,18 to 24,Other Criminal Code Violations,Wychwood
2022,Male,45 to 54,Other Criminal Code Violations,Princess-Rosethorn
2022,Male,35 to 44,Controlled Drugs and Substances Act,Markland Wood
2022,Female,25 to 34,Crimes Against Property,Woodbine Corridor
2022,Female,25 to 34,Crimes Against Property,North St.James Town
2022,Female,35 to 44,Crimes Against the Person,Annex
2022,Female,25 to 34,Crimes Against Property,Clairlea-Birchmount
2022,Male,18 to 24,Other Criminal Code Violations,Regent Park
2022,Female,25 to 34,Other Criminal Code Violations,Bayview Woods-Steeles
2022,Male,<18,Crimes Against the Person,Flemingdon Park
2022,Female,55 to 64,Other Criminal Code Violations,Malvern East
2022,Male,55 to 64,Crimes Against Property,NSA
2022,Female,25 to 34,Crimes Against Property,Dufferin Grove
2022,Female,45 to 54,Crimes Against Property,Yonge-St.Clair
2022,Male,35 to 44,Criminal Code Traffic,New Toronto
2022,Male,18 to 24,Crimes Against Property,York University Heights
2022,Female,18 to 24,Controlled Drugs and Substances Act,Mimico-Queensway
2022,Female,25 to 34,Crimes Against the Person,Downsview
2022,Male,18 to 24,Other Criminal Code Violations,Moss Park
2022,Male,25 to 34,Crimes Against Property,Fort York-Liberty Village
2022,Female,25 to 34,Other Criminal Code Violations,Malvern West
2022,Female,35 to 44,Crimes Against the Person,Morningside
2022,Female,25 to 34,Crimes Against Property,North Toronto
2022,Male,25 to 34,Crimes Against Property,Junction-Wallace Emerson
2022,Male,25 to 34,Crimes Against the Person,Rockcliffe-Smythe
2022,Male,25 to 34,Crimes Against Property,Milliken
2022,Male,65+,Crimes Against the Person,Blake-Jones
2022,Male,25 to 34,Criminal Code Traffic,Bay-Cloverhill
2022,Male,65+,Crimes Against Property,East End-Danforth
2022,Male,55 to 64,Other Criminal Code Violations,Willowdale West
2022,Male,25 to 34,Other Criminal Code Violations,Kennedy Park
2022,Male,25 to 34,Criminal Code Traffic,Roncesvalles
2022,Male,25 to 34,Crimes Against the Person,South Parkdale
2022,Male,18 to 24,Crimes Against the Person,Clairlea-Birchmount
2022,Male,25 to 34,Crimes Against the Person,South Riverdale
2022,Male,55 to 64,Crimes Against Property,Wexford/Maryvale
2022,Female,55 to 64,Crimes Against the Person,Scarborough Village
2022,Male,45 to 54,Crimes Against the Person,Mount Pleasant East
2022,Male,35 to 44,Crimes Against Property,Golfdale-Cedarbrae-Woburn
2022,Male,18 to 24,Crimes Against Property,Yonge-Bay Corridor
2022,Male,18 to 24,Other Criminal Code Violations,Golfdale-Cedarbrae-Woburn
2022,Male,18 to 24,Crimes Against Property,Hillcrest Village
2022,Male,18 to 24,Crimes Against Property,Mount Olive-Silverstone-Jamestown
2022,Male,18 to 24,Crimes Against Property,Rockcliffe-Smythe
2022,Male,55 to 64,Other Criminal Code Violations,Church-Wellesley
2022,Male,35 to 44,Other Criminal Code Violations,Mimico-Queensway
2022,Male,25 to 34,Crimes Against Property,Tam O'Shanter-Sullivan
2022,Male,65+,Other Criminal Code Violations,Roncesvalles
2022,Male,18 to 24,Crimes Against the Person,Mimico-Queensway
2022,Male,18 to 24,Crimes Against Property,Don Valley Village
2022,Male,18 to 24,Other Criminal Code Violations,Don Valley Village
2022,Male,25 to 34,Criminal Code Traffic,Taylor-Massey
2022,Female,45 to 54,Crimes Against Property,Lansing-Westgate
2022,Male,25 to 34,Crimes Against the Person,Beechborough-Greenbrook
2022,Male,35 to 44,Crimes Against Property,Yonge-Eglinton
2022,Male,35 to 44,Crimes Against Property,Humber Summit
2022,Female,35 to 44,Crimes Against Property,Old East York
2022,Male,18 to 24,Controlled Drugs and Substances Act,East End-Danforth
2022,Female,45 to 54,Crimes Against Property,Corso Italia-Davenport
2022,Male,25 to 34,Crimes Against the Person,Little Portugal
2022,Female,25 to 34,Crimes Against the Person,South Riverdale
2022,Male,25 to 34,Crimes Against Property,NSA
2022,Male,18 to 24,Crimes Against the Person,Eglinton East
2022,Female,18 to 24,Crimes Against Property,Lansing-Westgate
2022,Male,18 to 24,Other Criminal Code Violations,Glenfield-Jane Heights
2022,Female,45 to 54,Other Criminal Code Violations,Wexford/Maryvale
2022,Female,55 to 64,Crimes Against the Person,Black Creek
2022,Male,55 to 64,Crimes Against the Person,Bayview Village
2022,Male,55 to 64,Crimes Against Property,Forest Hill North
2022,Male,55 to 64,Crimes Against Property,Dovercourt Village
2022,Female,35 to 44,Other Criminal Code Violations,Etobicoke City Centre
2022,Male,25 to 34,Crimes Against the Person,Yorkdale-Glen Park
2022,Male,25 to 34,Other Criminal Code Violations,North St.James Town
2022,Male,45 to 54,Crimes Against Property,Morningside Heights
2022,Male,45 to 54,Criminal Code Traffic,West Hill
2022,Male,25 to 34,Controlled Drugs and Substances Act,Mount Pleasant East
2022,Male,25 to 34,Other Criminal Code Violations,Agincourt South-Malvern West
2022,Male,18 to 24,Crimes Against the Person,New Toronto
2022,Male,25 to 34,Controlled Drugs and Substances Act,Parkwoods-O'Connor Hills
2022,Male,45 to 54,Crimes Against the Person,Fort York-Liberty Village
2022,Female,45 to 54,Crimes Against the Person,Newtonbrook West
2022,Female,45 to 54,Crimes Against the Person,Moss Park
2022,Male,25 to 34,Criminal Code Traffic,Moss Park
2022,Male,35 to 44,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2022,Female,<18,Other Criminal Code Violations,Woodbine Corridor
2022,Male,45 to 54,Crimes Against the Person,Alderwood
2022,Female,45 to 54,Crimes Against Property,Woodbine Corridor
2022,Male,45 to 54,Crimes Against the Person,Willowdale West
2022,Male,18 to 24,Crimes Against Property,Greenwood-Coxwell
2022,Male,25 to 34,Other Criminal Code Violations,Mimico-Queensway
2022,Female,<18,Other Criminal Code Violations,Willowdale West
2022,Female,<18,Crimes Against Property,Old East York
2022,Male,55 to 64,Crimes Against the Person,Kennedy Park
2022,Female,45 to 54,Other Criminal Code Violations,Fort York-Liberty Village
2022,Male,25 to 34,Crimes Against Property,Newtonbrook West
