arrest_year,sex,age_cohort,category,neighbourhood
2015,Female,18 to 24,Crimes Against Property,Kensington-Chinatown
2014,Female,55 to 64,Crimes Against the Person,Cabbagetown-South St.James Town
2020,Male,45 to 54,Other Criminal Code Violations,Islington
2016,Male,55 to 64,Crimes Against the Person,Newtonbrook East
2017,Male,18 to 24,Other Criminal Code Violations,Rockcliffe-Smythe
2017,Male,35 to 44,Crimes Against Property,Maple Leaf
2016,Female,18 to 24,Crimes Against Property,Cabbagetown-South St.James Town
2014,Male,35 to 44,Crimes Against Property,Cabbagetown-South St.James Town
2014,Male,65+,Crimes Against the Person,Danforth East York
2014,Male,25 to 34,Crimes Against the Person,O'Connor-Parkview
2020,Male,18 to 24,Crimes Against the Person,West Queen West
2019,Male,25 to 34,Crimes Against the Person,Agincourt North
2015,Male,18 to 24,Crimes Against the Person,Regent Park
2017,Male,35 to 44,Crimes Against the Person,Beechborough-Greenbrook
2019,Female,25 to 34,Crimes Against Property,Kensington-Chinatown
2022,Male,35 to 44,Crimes Against the Person,Ionview
2017,Male,18 to 24,Crimes Against the Person,Annex
2019,Female,45 to 54,Other Criminal Code Violations,Cliffcrest
2016,Male,65+,Crimes Against the Person,Keelesdale-Eglinton West
2022,Male,35 to 44,Other Criminal Code Violations,North Toronto
2016,Female,45 to 54,Crimes Against the Person,Mimico-Queensway
2016,Male,55 to 64,Criminal Code Traffic,Fenside-Parkwoods
2021,Male,55 to 64,Crimes Against the Person,Weston
2020,Male,25 to 34,Crimes Against the Person,Downsview
2020,Male,35 to 44,Controlled Drugs and Substances Act,West Humber-Clairville
2015,Female,25 to 34,Crimes Against Property,Junction-Wallace Emerson
2014,Male,<18,Crimes Against Property,Eglinton East
2021,Male,35 to 44,Crimes Against Property,Newtonbrook West
2020,Male,18 to 24,Other Criminal Code Violations,Downtown Yonge East
2019,Male,45 to 54,Other Criminal Code Violations,Moss Park
2019,Male,35 to 44,Crimes Against the Person,Yonge-Bay Corridor
2016,Male,25 to 34,Criminal Code Traffic,Wellington Place
2016,Male,25 to 34,Crimes Against the Person,Victoria Village
2017,Male,18 to 24,Crimes Against the Person,West Humber-Clairville
2018,Female,18 to 24,Other Criminal Code Violations,Centennial Scarborough
2015,Male,<18,Crimes Against the Person,NSA
2019,Male,55 to 64,Crimes Against the Person,Markland Wood
2019,Male,25 to 34,Crimes Against the Person,Yonge-Bay Corridor
2021,Male,35 to 44,Crimes Against the Person,Kennedy Park
2017,Female,25 to 34,Crimes Against the Person,Kingsview Village-The Westway
2017,Male,18 to 24,Crimes Against Property,Willowdale West
2021,Male,<18,Crimes Against the Person,Cliffcrest
2014,Male,25 to 34,Crimes Against Property,Playter Estates-Danforth
2015,Female,35 to 44,Crimes Against Property,Yonge-Eglinton
2021,Male,35 to 44,Crimes Against Property,Agincourt South-Malvern West
2018,Male,18 to 24,Crimes Against Property,Downtown Yonge East
2019,Female,25 to 34,Other Criminal Code Violations,Playter Estates-Danforth
2022,Male,65+,Crimes Against the Person,Eringate-Centennial-West Deane
2017,Male,45 to 54,Criminal Code Traffic,Steeles
2014,Female,45 to 54,Crimes Against the Person,Newtonbrook East
2020,Male,18 to 24,Crimes Against Property,Dufferin Grove
2018,Male,55 to 64,Crimes Against Property,Wexford/Maryvale
2021,Male,<18,Crimes Against the Person,Kensington-Chinatown
2017,Female,35 to 44,Crimes Against Property,Keelesdale-Eglinton West
2019,Female,25 to 34,Crimes Against the Person,Regent Park
2017,Male,18 to 24,Crimes Against the Person,The Beaches
2015,Female,<18,Crimes Against Property,Briar Hill-Belgravia
2021,Male,55 to 64,Crimes Against Property,Westminster-Branson
2017,Male,65+,Crimes Against Property,Junction-Wallace Emerson
2014,Female,65+,Crimes Against Property,Willowdale West
2016,Male,35 to 44,Crimes Against Property,Kensington-Chinatown
2018,Male,35 to 44,Crimes Against Property,Milliken
2019,Female,25 to 34,Crimes Against Property,Rockcliffe-Smythe
2017,Male,18 to 24,Other Criminal Code Violations,Wexford/Maryvale
2022,Male,35 to 44,Crimes Against Property,East End-Danforth
2015,Male,35 to 44,Criminal Code Traffic,Mount Olive-Silverstone-Jamestown
2016,Female,18 to 24,Crimes Against Property,Islington
2015,Male,18 to 24,Crimes Against Property,Humbermede
2014,Female,18 to 24,Crimes Against the Person,Guildwood
2020,Female,25 to 34,Crimes Against the Person,Taylor-Massey
2017,Female,35 to 44,Criminal Code Traffic,Mimico-Queensway
2015,Female,18 to 24,Crimes Against the Person,Bendale-Glen Andrew
2014,Male,35 to 44,Crimes Against Property,Golfdale-Cedarbrae-Woburn
2015,Male,25 to 34,Crimes Against the Person,Etobicoke City Centre
2016,Female,45 to 54,Crimes Against Property,Long Branch
2017,Male,25 to 34,Criminal Code Traffic,The Beaches
2020,Male,25 to 34,Crimes Against the Person,West Hill
2021,Male,35 to 44,Crimes Against Property,Henry Farm
2021,Male,55 to 64,Crimes Against the Person,Woburn North
2021,Male,<18,Crimes Against the Person,Black Creek
2017,Male,45 to 54,Criminal Code Traffic,Rustic
2015,Female,35 to 44,Crimes Against the Person,Humber Summit
2018,Male,25 to 34,Criminal Code Traffic,Islington
2017,Female,25 to 34,Crimes Against Property,St Lawrence-East Bayfront-The Islands
2020,Female,25 to 34,Criminal Code Traffic,South Riverdale
2018,Male,18 to 24,Crimes Against the Person,New Toronto
2017,Male,65+,Crimes Against the Person,Blake-Jones
2017,Male,18 to 24,Crimes Against Property,Eglinton East
2014,Male,35 to 44,Crimes Against the Person,High Park-Swansea
2022,Male,45 to 54,Crimes Against the Person,Rexdale-Kipling
2022,Male,<18,Crimes Against the Person,Flemingdon Park
2022,Male,35 to 44,Crimes Against the Person,Henry Farm
2020,Male,35 to 44,Crimes Against the Person,Caledonia-Fairbank
2015,Female,35 to 44,Crimes Against the Person,Eglinton East
2022,Male,25 to 34,Other Criminal Code Violations,Oakwood Village
2019,Female,25 to 34,Crimes Against the Person,Oakdale-Beverley Heights
2022,Male,25 to 34,Crimes Against the Person,Downsview
2022,Male,<18,Crimes Against the Person,Weston
2018,Male,<18,Crimes Against the Person,Yonge-Doris
2015,Male,45 to 54,Controlled Drugs and Substances Act,St Lawrence-East Bayfront-The Islands
2016,Female,<18,Crimes Against Property,Moss Park
2019,Female,<18,Crimes Against Property,Church-Wellesley
2022,Male,<18,Crimes Against Property,Newtonbrook West
2019,Male,25 to 34,Crimes Against the Person,Bridle Path-Sunnybrook-York Mills
2015,Male,18 to 24,Crimes Against the Person,University
2021,Male,25 to 34,Other Criminal Code Violations,Yorkdale-Glen Park
2016,Female,35 to 44,Crimes Against the Person,Stonegate-Queensway
2022,Male,35 to 44,Other Criminal Code Violations,Elms-Old Rexdale
2014,Male,25 to 34,Crimes Against Property,Fort York-Liberty Village
2018,Female,35 to 44,Crimes Against Property,NSA
2018,Male,45 to 54,Crimes Against the Person,Downtown Yonge East
2022,Male,65+,Crimes Against the Person,Dorset Park
2015,Female,25 to 34,Crimes Against the Person,Weston
2015,Male,<18,Crimes Against the Person,Willowridge-Martingrove-Richview
2016,Female,25 to 34,Other Criminal Code Violations,Yonge-Eglinton
2018,Female,35 to 44,Criminal Code Traffic,Kensington-Chinatown
2017,Male,18 to 24,Crimes Against the Person,West Humber-Clairville
2014,Female,<18,Crimes Against Property,Weston-Pelham Park
2018,Male,45 to 54,Crimes Against the Person,North Toronto
2014,Female,25 to 34,Crimes Against the Person,Elms-Old Rexdale
2022,Male,<18,Crimes Against Property,Brookhaven-Amesbury
2019,Male,<18,Controlled Drugs and Substances Act,Eringate-Centennial-West Deane
2014,Male,18 to 24,Crimes Against Property,Dorset Park
2019,Male,18 to 24,Controlled Drugs and Substances Act,Kensington-Chinatown
2015,Male,55 to 64,Crimes Against the Person,Woodbine Corridor
2022,Male,25 to 34,Other Criminal Code Violations,Golfdale-Cedarbrae-Woburn
2018,Male,18 to 24,Crimes Against the Person,NSA
2017,Male,<18,Other Criminal Code Violations,Taylor-Massey
2017,Male,45 to 54,Crimes Against Property,NSA
2017,Male,18 to 24,Crimes Against Property,West Rouge
2018,Male,18 to 24,Other Criminal Code Violations,Regent Park
2018,Female,35 to 44,Crimes Against Property,Wexford/Maryvale
2019,Male,65+,Crimes Against the Person,Dorset Park
2017,Male,25 to 34,Crimes Against the Person,Rosedale-Moore Park
2019,Male,18 to 24,Other Criminal Code Violations,Princess-Rosethorn
2020,Male,35 to 44,Crimes Against Property,South Eglinton-Davisville
2017,Male,18 to 24,Crimes Against the Person,Oakwood Village
2016,Male,35 to 44,Crimes Against Property,Fort York-Liberty Village
2018,Male,18 to 24,Crimes Against Property,Harbourfront-CityPlace
2015,Female,18 to 24,Crimes Against Property,Glenfield-Jane Heights
2015,Male,18 to 24,Crimes Against Property,Weston-Pelham Park
2018,Female,25 to 34,Other Criminal Code Violations,L'Amoreaux West
2017,Female,35 to 44,Controlled Drugs and Substances Act,Agincourt North
2019,Male,18 to 24,Crimes Against the Person,Cabbagetown-South St.James Town
2019,Male,18 to 24,Controlled Drugs and Substances Act,Mimico-Queensway
2015,Male,55 to 64,Crimes Against the Person,Roncesvalles
2021,Female,25 to 34,Crimes Against the Person,Wychwood
2014,Female,35 to 44,Crimes Against Property,Fort York-Liberty Village
2019,Male,65+,Crimes Against Property,Little Portugal
2022,Male,25 to 34,Crimes Against the Person,North St.James Town
2020,Male,35 to 44,Crimes Against Property,New Toronto
2014,Male,25 to 34,Other Criminal Code Violations,Agincourt South-Malvern West
2021,Male,35 to 44,Controlled Drugs and Substances Act,South Parkdale
2018,Male,25 to 34,Crimes Against the Person,Banbury-Don Mills
2019,Male,35 to 44,Crimes Against Property,North St.James Town
2016,Male,18 to 24,Controlled Drugs and Substances Act,Eglinton East
2020,Male,25 to 34,Crimes Against the Person,Englemount-Lawrence
2016,Male,25 to 34,Criminal Code Traffic,Greenwood-Coxwell
2015,Female,18 to 24,Crimes Against the Person,Stonegate-Queensway
2015,Male,25 to 34,Crimes Against the Person,Rockcliffe-Smythe
2014,Male,<18,Crimes Against the Person,Clairlea-Birchmount
2021,Female,18 to 24,Crimes Against the Person,Harbourfront-CityPlace
2020,Male,35 to 44,Other Criminal Code Violations,Maple Leaf
2015,Male,<18,Crimes Against the Person,Cliffcrest
2015,Male,25 to 34,Criminal Code Traffic,Regent Park
2016,Male,25 to 34,Crimes Against the Person,Danforth
2020,Female,<18,Crimes Against Property,Church-Wellesley
2020,Male,35 to 44,Other Criminal Code Violations,Downtown Yonge East
2015,Male,55 to 64,Controlled Drugs and Substances Act,Junction Area
2014,Male,45 to 54,Crimes Against the Person,Maple Leaf
2018,Male,35 to 44,Crimes Against the Person,Roncesvalles
2022,Female,55 to 64,Other Criminal Code Violations,High Park North
2021,Male,25 to 34,Crimes Against the Person,Fort York-Liberty Village
2016,Female,18 to 24,Crimes Against Property,West Rouge
2015,Male,55 to 64,Crimes Against the Person,Long Branch
2016,Male,<18,Crimes Against the Person,Roncesvalles
2021,Female,65+,Controlled Drugs and Substances Act,Little Portugal
2019,Male,25 to 34,Other Criminal Code Violations,Downtown Yonge East
2017,Female,<18,Crimes Against Property,Don Valley Village
2015,Female,18 to 24,Crimes Against Property,Bayview Village
2022,Male,18 to 24,Crimes Against the Person,Dovercourt Village
2017,Male,65+,Crimes Against Property,Wychwood
2018,Male,55 to 64,Other Criminal Code Violations,Princess-Rosethorn
2018,Male,45 to 54,Crimes Against Property,Weston-Pelham Park
2019,Male,25 to 34,Crimes Against Property,Tam O'Shanter-Sullivan
2017,Male,35 to 44,Other Criminal Code Violations,Bayview Village
2016,Male,<18,Criminal Code Traffic,Kensington-Chinatown
2014,Male,35 to 44,Criminal Code Traffic,York University Heights
2018,Female,55 to 64,Crimes Against the Person,Kensington-Chinatown
2020,Female,45 to 54,Crimes Against Property,Yonge-Doris
2019,Female,25 to 34,Other Criminal Code Violations,Blake-Jones
2014,Male,55 to 64,Other Criminal Code Violations,Oakwood Village
2022,Male,25 to 34,Crimes Against Property,Humber Summit
2018,Male,25 to 34,Controlled Drugs and Substances Act,Willowridge-Martingrove-Richview
2016,Male,35 to 44,Crimes Against the Person,Newtonbrook West
2021,Male,35 to 44,Crimes Against Property,South Parkdale
2019,Female,45 to 54,Crimes Against Property,Islington
2015,Male,18 to 24,Crimes Against the Person,Glenfield-Jane Heights
2019,Male,35 to 44,Crimes Against Property,Little Portugal
2017,Male,35 to 44,Crimes Against the Person,Forest Hill South
2019,Male,35 to 44,Crimes Against the Person,Thistletown-Beaumond Heights
2015,Male,55 to 64,Controlled Drugs and Substances Act,Highland Creek
2021,Male,25 to 34,Crimes Against the Person,Kingsview Village-The Westway
2022,Male,<18,Controlled Drugs and Substances Act,Glenfield-Jane Heights
2018,Male,18 to 24,Crimes Against the Person,Humewood-Cedarvale
2014,Male,35 to 44,Controlled Drugs and Substances Act,Danforth East York
2020,Male,45 to 54,Crimes Against the Person,Lambton Baby Point
2022,Male,55 to 64,Crimes Against Property,Junction Area
2021,Male,55 to 64,Crimes Against Property,Oakwood Village
2017,Male,<18,Other Criminal Code Violations,West Hill
2017,Male,25 to 34,Crimes Against the Person,Dorset Park
2016,Male,18 to 24,Crimes Against Property,Old East York
2015,Male,25 to 34,Crimes Against the Person,Downtown Yonge East
2021,Female,25 to 34,Other Criminal Code Violations,Flemingdon Park
2019,Male,18 to 24,Crimes Against the Person,Bayview Woods-Steeles
2021,Male,45 to 54,Crimes Against the Person,Eringate-Centennial-West Deane
2016,Male,18 to 24,Other Criminal Code Violations,Dovercourt Village
2022,Male,55 to 64,Crimes Against Property,Corso Italia-Davenport
2017,Male,55 to 64,Criminal Code Traffic,Birchcliffe-Cliffside
2015,Male,55 to 64,Criminal Code Traffic,Junction Area
2017,Female,18 to 24,Crimes Against the Person,Humbermede
2020,Male,65+,Crimes Against the Person,South Riverdale
2017,Female,45 to 54,Crimes Against the Person,Runnymede-Bloor West Village
2020,Male,65+,Crimes Against the Person,Victoria Village
2022,Male,<18,Crimes Against the Person,Rosedale-Moore Park
2018,Male,35 to 44,Other Criminal Code Violations,New Toronto
2018,Male,18 to 24,Crimes Against Property,Oakridge
2015,Male,<18,Criminal Code Traffic,Glenfield-Jane Heights
2022,Male,18 to 24,Other Criminal Code Violations,Etobicoke City Centre
2016,Male,18 to 24,Crimes Against Property,High Park-Swansea
2019,Male,35 to 44,Crimes Against Property,Flemingdon Park
2017,Male,25 to 34,Controlled Drugs and Substances Act,Morningside
2015,Male,45 to 54,Crimes Against Property,Birchcliffe-Cliffside
2014,Female,65+,Crimes Against Property,Clairlea-Birchmount
2017,Male,35 to 44,Crimes Against the Person,Victoria Village
2017,Male,35 to 44,Crimes Against Property,Markland Wood
2022,Female,25 to 34,Crimes Against Property,Yonge-Eglinton
2016,Male,45 to 54,Crimes Against the Person,Henry Farm
2015,Female,25 to 34,Controlled Drugs and Substances Act,South Riverdale
2016,Male,35 to 44,Crimes Against Property,Corso Italia-Davenport
2017,Male,45 to 54,Other Criminal Code Violations,Maple Leaf
2020,Male,45 to 54,Controlled Drugs and Substances Act,Rustic
2015,Male,45 to 54,Crimes Against the Person,Malvern East
2015,Male,18 to 24,Crimes Against the Person,Highland Creek
2014,Male,35 to 44,Crimes Against Property,Kingsview Village-The Westway
2019,Male,55 to 64,Other Criminal Code Violations,Clairlea-Birchmount
2020,Male,55 to 64,Other Criminal Code Violations,Briar Hill-Belgravia
2016,Male,<18,Crimes Against the Person,Henry Farm
2016,Male,<18,Crimes Against the Person,South Parkdale
2017,Male,25 to 34,Other Criminal Code Violations,Leaside-Bennington
2015,Male,25 to 34,Crimes Against Property,Clairlea-Birchmount
2020,Male,45 to 54,Crimes Against Property,Forest Hill North
2019,Male,25 to 34,Crimes Against the Person,Playter Estates-Danforth
2014,Female,25 to 34,Crimes Against Property,Humber Summit
2018,Male,25 to 34,Crimes Against Property,Lansing-Westgate
2019,Female,25 to 34,Crimes Against the Person,Clanton Park
2015,Female,55 to 64,Crimes Against Property,Dufferin Grove
2017,Female,<18,Crimes Against the Person,Humbermede
2015,Male,55 to 64,Crimes Against the Person,Wexford/Maryvale
2019,Male,18 to 24,Crimes Against the Person,York University Heights
2020,Female,18 to 24,Crimes Against Property,Islington
2017,Male,35 to 44,Other Criminal Code Violations,Weston
2016,Female,35 to 44,Controlled Drugs and Substances Act,Oakridge
2018,Male,55 to 64,Controlled Drugs and Substances Act,West Hill
2019,Male,18 to 24,Controlled Drugs and Substances Act,Yorkdale-Glen Park
2020,Female,25 to 34,Crimes Against Property,Eglinton East
2020,Female,25 to 34,Crimes Against the Person,Eglinton East
2014,Male,65+,Criminal Code Traffic,Oakdale-Beverley Heights
2014,Female,35 to 44,Crimes Against Property,Cabbagetown-South St.James Town
2015,Male,<18,Crimes Against Property,Humber Summit
2021,Female,35 to 44,Crimes Against the Person,Banbury-Don Mills
2018,Male,25 to 34,Controlled Drugs and Substances Act,Mount Dennis
2020,Male,25 to 34,Crimes Against the Person,Bendale South
2017,Male,18 to 24,Crimes Against the Person,Downtown Yonge East
